parents,has_nurs,form,children,housing,social,health,finance
usual,less_proper,incomplete,more,convenient,problematic,priority,inconv
usual,less_proper,incomplete,more,convenient,problematic,not_recom,inconv
usual,less_proper,incomplete,more,less_conv,nonprob,recommended,convenient
usual,less_proper,incomplete,more,less_conv,nonprob,priority,convenient
usual,less_proper,incomplete,more,less_conv,nonprob,not_recom,convenient
usual,less_proper,incomplete,more,less_conv,slightly_prob,recommended,convenient
usual,less_proper,incomplete,more,less_conv,slightly_prob,priority,convenient
usual,less_proper,incomplete,more,less_conv,slightly_prob,not_recom,convenient
usual,less_proper,incomplete,more,less_conv,problematic,recommended,convenient
usual,less_proper,incomplete,more,less_conv,problematic,priority,convenient
usual,less_proper,incomplete,more,less_conv,problematic,not_recom,convenient
usual,less_proper,incomplete,more,less_conv,nonprob,recommended,inconv
usual,less_proper,incomplete,more,less_conv,nonprob,priority,inconv
usual,less_proper,incomplete,more,less_conv,nonprob,not_recom,inconv
usual,less_proper,incomplete,more,less_conv,slightly_prob,recommended,inconv
usual,less_proper,incomplete,more,less_conv,slightly_prob,priority,inconv
usual,less_proper,incomplete,more,less_conv,slightly_prob,not_recom,inconv
usual,less_proper,incomplete,more,less_conv,problematic,recommended,inconv
usual,less_proper,incomplete,more,less_conv,problematic,priority,inconv
usual,less_proper,incomplete,more,less_conv,problematic,not_recom,inconv
usual,less_proper,incomplete,more,critical,nonprob,recommended,convenient
usual,less_proper,incomplete,more,critical,nonprob,priority,convenient
usual,less_proper,incomplete,more,critical,nonprob,not_recom,convenient
usual,less_proper,incomplete,more,critical,slightly_prob,recommended,convenient
usual,less_proper,incomplete,more,critical,slightly_prob,priority,convenient
usual,less_proper,incomplete,more,critical,slightly_prob,not_recom,convenient
usual,less_proper,incomplete,more,critical,problematic,recommended,convenient
usual,less_proper,incomplete,more,critical,problematic,priority,convenient
usual,less_proper,incomplete,more,critical,problematic,not_recom,convenient
usual,less_proper,incomplete,more,critical,nonprob,recommended,inconv
usual,less_proper,incomplete,more,critical,nonprob,priority,inconv
usual,less_proper,incomplete,more,critical,nonprob,not_recom,inconv
usual,less_proper,incomplete,more,critical,slightly_prob,recommended,inconv
usual,less_proper,incomplete,more,critical,slightly_prob,priority,inconv
usual,less_proper,incomplete,more,critical,slightly_prob,not_recom,inconv
usual,less_proper,incomplete,more,critical,problematic,recommended,inconv
usual,less_proper,incomplete,more,critical,problematic,priority,inconv
usual,less_proper,incomplete,more,critical,problematic,not_recom,inconv
usual,less_proper,foster,1,convenient,nonprob,recommended,convenient
usual,less_proper,foster,1,convenient,nonprob,priority,convenient
usual,less_proper,foster,1,convenient,nonprob,not_recom,convenient
usual,less_proper,foster,1,convenient,slightly_prob,recommended,convenient
usual,less_proper,foster,1,convenient,slightly_prob,priority,convenient
usual,less_proper,foster,1,convenient,slightly_prob,not_recom,convenient
usual,less_proper,foster,1,convenient,problematic,recommended,convenient
usual,less_proper,foster,1,convenient,problematic,priority,convenient
usual,less_proper,foster,1,convenient,problematic,not_recom,convenient
usual,less_proper,foster,1,convenient,nonprob,recommended,inconv
usual,less_proper,foster,1,convenient,nonprob,priority,inconv
usual,less_proper,foster,1,convenient,nonprob,not_recom,inconv
usual,less_proper,foster,1,convenient,slightly_prob,recommended,inconv
usual,less_proper,foster,1,convenient,slightly_prob,priority,inconv
usual,less_proper,foster,1,convenient,slightly_prob,not_recom,inconv
usual,less_proper,foster,1,convenient,problematic,recommended,inconv
usual,less_proper,foster,1,convenient,problematic,priority,inconv
usual,less_proper,foster,1,convenient,problematic,not_recom,inconv
usual,less_proper,foster,1,less_conv,nonprob,recommended,convenient
usual,less_proper,foster,1,less_conv,nonprob,priority,convenient
usual,less_proper,foster,1,less_conv,nonprob,not_recom,convenient
usual,less_proper,foster,1,less_conv,slightly_prob,recommended,convenient
usual,less_proper,foster,1,less_conv,slightly_prob,priority,convenient
usual,less_proper,foster,1,less_conv,slightly_prob,not_recom,convenient
usual,less_proper,foster,1,less_conv,problematic,recommended,convenient
usual,less_proper,foster,1,less_conv,problematic,priority,convenient
usual,less_proper,foster,1,less_conv,problematic,not_recom,convenient
usual,less_proper,foster,1,less_conv,nonprob,recommended,inconv
usual,less_proper,foster,1,less_conv,nonprob,priority,inconv
usual,less_proper,foster,1,less_conv,nonprob,not_recom,inconv
usual,less_proper,foster,1,less_conv,slightly_prob,recommended,inconv
usual,less_proper,foster,1,less_conv,slightly_prob,priority,inconv
usual,less_proper,foster,1,less_conv,slightly_prob,not_recom,inconv
usual,less_proper,foster,1,less_conv,problematic,recommended,inconv
usual,less_proper,foster,1,less_conv,problematic,priority,inconv
usual,less_proper,foster,1,less_conv,problematic,not_recom,inconv
usual,less_proper,foster,1,critical,nonprob,recommended,convenient
usual,less_proper,foster,1,critical,nonprob,priority,convenient
usual,less_proper,foster,1,critical,nonprob,not_recom,convenient
usual,less_proper,foster,1,critical,slightly_prob,recommended,convenient
usual,less_proper,foster,1,critical,slightly_prob,priority,convenient
usual,less_proper,foster,1,critical,slightly_prob,not_recom,convenient
usual,less_proper,foster,1,critical,problematic,recommended,convenient
usual,less_proper,foster,1,critical,problematic,priority,convenient
usual,less_proper,foster,1,critical,problematic,not_recom,convenient
usual,less_proper,foster,1,critical,nonprob,recommended,inconv
usual,less_proper,foster,1,critical,nonprob,priority,inconv
usual,less_proper,foster,1,critical,nonprob,not_recom,inconv
usual,less_proper,foster,1,critical,slightly_prob,recommended,inconv
usual,less_proper,foster,1,critical,slightly_prob,priority,inconv
usual,less_proper,foster,1,critical,slightly_prob,not_recom,inconv
usual,less_proper,foster,1,critical,problematic,recommended,inconv
usual,less_proper,foster,1,critical,problematic,priority,inconv
usual,less_proper,foster,1,critical,problematic,not_recom,inconv
usual,less_proper,foster,2,convenient,nonprob,recommended,convenient
usual,less_proper,foster,2,convenient,nonprob,priority,convenient
usual,less_proper,foster,2,convenient,nonprob,not_recom,convenient
usual,less_proper,foster,2,convenient,slightly_prob,recommended,convenient
usual,less_proper,foster,2,convenient,slightly_prob,priority,convenient
usual,less_proper,foster,2,convenient,slightly_prob,not_recom,convenient
usual,less_proper,foster,2,convenient,problematic,recommended,convenient
usual,less_proper,foster,2,convenient,problematic,priority,convenient
usual,less_proper,foster,2,convenient,problematic,not_recom,convenient
usual,less_proper,foster,2,convenient,nonprob,recommended,inconv
usual,less_proper,foster,2,convenient,nonprob,priority,inconv
usual,less_proper,foster,2,convenient,nonprob,not_recom,inconv
usual,less_proper,foster,2,convenient,slightly_prob,recommended,inconv
usual,less_proper,foster,2,convenient,slightly_prob,priority,inconv
usual,less_proper,foster,2,convenient,slightly_prob,not_recom,inconv
usual,less_proper,foster,2,convenient,problematic,recommended,inconv
usual,less_proper,foster,2,convenient,problematic,priority,inconv
usual,less_proper,foster,2,convenient,problematic,not_recom,inconv
usual,less_proper,foster,2,less_conv,nonprob,recommended,convenient
usual,less_proper,foster,2,less_conv,nonprob,priority,convenient
usual,less_proper,foster,2,less_conv,nonprob,not_recom,convenient
usual,less_proper,foster,2,less_conv,slightly_prob,recommended,convenient
usual,less_proper,foster,2,less_conv,slightly_prob,priority,convenient
usual,less_proper,foster,2,less_conv,slightly_prob,not_recom,convenient
usual,less_proper,foster,2,less_conv,problematic,recommended,convenient
usual,less_proper,foster,2,less_conv,problematic,priority,convenient
usual,less_proper,foster,2,less_conv,problematic,not_recom,convenient
usual,less_proper,foster,2,less_conv,nonprob,recommended,inconv
usual,less_proper,foster,2,less_conv,nonprob,priority,inconv
usual,less_proper,foster,2,less_conv,nonprob,not_recom,inconv
usual,less_proper,foster,2,less_conv,slightly_prob,recommended,inconv
usual,less_proper,foster,2,less_conv,slightly_prob,priority,inconv
usual,less_proper,foster,2,less_conv,slightly_prob,not_recom,inconv
usual,less_proper,foster,2,less_conv,problematic,recommended,inconv
usual,less_proper,foster,2,less_conv,problematic,priority,inconv
usual,less_proper,foster,2,less_conv,problematic,not_recom,inconv
usual,less_proper,foster,2,critical,nonprob,recommended,convenient
usual,less_proper,foster,2,critical,nonprob,priority,convenient
usual,less_proper,foster,2,critical,nonprob,not_recom,convenient
usual,less_proper,foster,2,critical,slightly_prob,recommended,convenient
usual,less_proper,foster,2,critical,slightly_prob,priority,convenient
usual,less_proper,foster,2,critical,slightly_prob,not_recom,convenient
usual,less_proper,foster,2,critical,problematic,recommended,convenient
usual,less_proper,foster,2,critical,problematic,priority,convenient
usual,less_proper,foster,2,critical,problematic,not_recom,convenient
usual,less_proper,foster,2,critical,nonprob,recommended,inconv
usual,less_proper,foster,2,critical,nonprob,priority,inconv
usual,less_proper,foster,2,critical,nonprob,not_recom,inconv
usual,less_proper,foster,2,critical,slightly_prob,recommended,inconv
usual,less_proper,foster,2,critical,slightly_prob,priority,inconv
usual,less_proper,foster,2,critical,slightly_prob,not_recom,inconv
usual,less_proper,foster,2,critical,problematic,recommended,inconv
usual,less_proper,foster,2,critical,problematic,priority,inconv
usual,less_proper,foster,2,critical,problematic,not_recom,inconv
usual,less_proper,foster,3,convenient,nonprob,recommended,convenient
usual,less_proper,foster,3,convenient,nonprob,priority,convenient
usual,less_proper,foster,3,convenient,nonprob,not_recom,convenient
usual,less_proper,foster,3,convenient,slightly_prob,recommended,convenient
usual,less_proper,foster,3,convenient,slightly_prob,priority,convenient
usual,less_proper,foster,3,convenient,slightly_prob,not_recom,convenient
usual,less_proper,foster,3,convenient,problematic,recommended,convenient
usual,less_proper,foster,3,convenient,problematic,priority,convenient
usual,less_proper,foster,3,convenient,problematic,not_recom,convenient
usual,less_proper,foster,3,convenient,nonprob,recommended,inconv
usual,less_proper,foster,3,convenient,nonprob,priority,inconv
usual,less_proper,foster,3,convenient,nonprob,not_recom,inconv
usual,less_proper,foster,3,convenient,slightly_prob,recommended,inconv
usual,less_proper,foster,3,convenient,slightly_prob,priority,inconv
usual,less_proper,foster,3,convenient,slightly_prob,not_recom,inconv
usual,less_proper,foster,3,convenient,problematic,recommended,inconv
usual,less_proper,foster,3,convenient,problematic,priority,inconv
usual,less_proper,foster,3,convenient,problematic,not_recom,inconv
usual,less_proper,foster,3,less_conv,nonprob,recommended,convenient
usual,less_proper,foster,3,less_conv,nonprob,priority,convenient
usual,less_proper,foster,3,less_conv,nonprob,not_recom,convenient
usual,less_proper,foster,3,less_conv,slightly_prob,recommended,convenient
usual,less_proper,foster,3,less_conv,slightly_prob,priority,convenient
usual,less_proper,foster,3,less_conv,slightly_prob,not_recom,convenient
usual,less_proper,foster,3,less_conv,problematic,recommended,convenient
usual,less_proper,foster,3,less_conv,problematic,priority,convenient
usual,less_proper,foster,3,less_conv,problematic,not_recom,convenient
usual,less_proper,foster,3,less_conv,nonprob,recommended,inconv
usual,less_proper,foster,3,less_conv,nonprob,priority,inconv
usual,less_proper,foster,3,less_conv,nonprob,not_recom,inconv
usual,less_proper,foster,3,less_conv,slightly_prob,recommended,inconv
usual,less_proper,foster,3,less_conv,slightly_prob,priority,inconv
usual,less_proper,foster,3,less_conv,slightly_prob,not_recom,inconv
usual,less_proper,foster,3,less_conv,problematic,recommended,inconv
usual,less_proper,foster,3,less_conv,problematic,priority,inconv
usual,less_proper,foster,3,less_conv,problematic,not_recom,inconv
usual,less_proper,foster,3,critical,nonprob,recommended,convenient
usual,less_proper,foster,3,critical,nonprob,priority,convenient
usual,less_proper,foster,3,critical,nonprob,not_recom,convenient
usual,less_proper,foster,3,critical,slightly_prob,recommended,convenient
usual,less_proper,foster,3,critical,slightly_prob,priority,convenient
usual,less_proper,foster,3,critical,slightly_prob,not_recom,convenient
usual,less_proper,foster,3,critical,problematic,recommended,convenient
usual,less_proper,foster,3,critical,problematic,priority,convenient
usual,less_proper,foster,3,critical,problematic,not_recom,convenient
usual,less_proper,foster,3,critical,nonprob,recommended,inconv
usual,less_proper,foster,3,critical,nonprob,priority,inconv
usual,less_proper,foster,3,critical,nonprob,not_recom,inconv
usual,less_proper,foster,3,critical,slightly_prob,recommended,inconv
usual,less_proper,foster,3,critical,slightly_prob,priority,inconv
usual,less_proper,foster,3,critical,slightly_prob,not_recom,inconv
usual,less_proper,foster,3,critical,problematic,recommended,inconv
usual,less_proper,foster,3,critical,problematic,priority,inconv
usual,less_proper,foster,3,critical,problematic,not_recom,inconv
usual,less_proper,foster,more,convenient,nonprob,recommended,convenient
usual,less_proper,foster,more,convenient,nonprob,priority,convenient
usual,less_proper,foster,more,convenient,nonprob,not_recom,convenient
usual,less_proper,foster,more,convenient,slightly_prob,recommended,convenient
usual,less_proper,foster,more,convenient,slightly_prob,priority,convenient
usual,less_proper,foster,more,convenient,slightly_prob,not_recom,convenient
usual,less_proper,foster,more,convenient,problematic,recommended,convenient
usual,less_proper,foster,more,convenient,problematic,priority,convenient
usual,less_proper,foster,more,convenient,problematic,not_recom,convenient
usual,less_proper,foster,more,convenient,nonprob,recommended,inconv
usual,less_proper,foster,more,convenient,nonprob,priority,inconv
usual,less_proper,foster,more,convenient,nonprob,not_recom,inconv
usual,less_proper,foster,more,convenient,slightly_prob,recommended,inconv
usual,less_proper,foster,more,convenient,slightly_prob,priority,inconv
usual,less_proper,foster,more,convenient,slightly_prob,not_recom,inconv
usual,less_proper,foster,more,convenient,problematic,recommended,inconv
usual,less_proper,foster,more,convenient,problematic,priority,inconv
usual,less_proper,foster,more,convenient,problematic,not_recom,inconv
usual,less_proper,foster,more,less_conv,nonprob,recommended,convenient
usual,less_proper,foster,more,less_conv,nonprob,priority,convenient
usual,less_proper,foster,more,less_conv,nonprob,not_recom,convenient
usual,less_proper,foster,more,less_conv,slightly_prob,recommended,convenient
usual,less_proper,foster,more,less_conv,slightly_prob,priority,convenient
usual,less_proper,foster,more,less_conv,slightly_prob,not_recom,convenient
usual,less_proper,foster,more,less_conv,problematic,recommended,convenient
usual,less_proper,foster,more,less_conv,problematic,priority,convenient
usual,less_proper,foster,more,less_conv,problematic,not_recom,convenient
usual,less_proper,foster,more,less_conv,nonprob,recommended,inconv
usual,less_proper,foster,more,less_conv,nonprob,priority,inconv
usual,less_proper,foster,more,less_conv,nonprob,not_recom,inconv
usual,less_proper,foster,more,less_conv,slightly_prob,recommended,inconv
usual,less_proper,foster,more,less_conv,slightly_prob,priority,inconv
usual,less_proper,foster,more,less_conv,slightly_prob,not_recom,inconv
usual,less_proper,foster,more,less_conv,problematic,recommended,inconv
usual,less_proper,foster,more,less_conv,problematic,priority,inconv
usual,less_proper,foster,more,less_conv,problematic,not_recom,inconv
usual,less_proper,foster,more,critical,nonprob,recommended,convenient
usual,less_proper,foster,more,critical,nonprob,priority,convenient
usual,less_proper,foster,more,critical,nonprob,not_recom,convenient
usual,less_proper,foster,more,critical,slightly_prob,recommended,convenient
usual,less_proper,foster,more,critical,slightly_prob,priority,convenient
usual,less_proper,foster,more,critical,slightly_prob,not_recom,convenient
usual,less_proper,foster,more,critical,problematic,recommended,convenient
usual,less_proper,foster,more,critical,problematic,priority,convenient
usual,less_proper,foster,more,critical,problematic,not_recom,convenient
usual,less_proper,foster,more,critical,nonprob,recommended,inconv
usual,less_proper,foster,more,critical,nonprob,priority,inconv
usual,less_proper,foster,more,critical,nonprob,not_recom,inconv
usual,less_proper,foster,more,critical,slightly_prob,recommended,inconv
usual,less_proper,foster,more,critical,slightly_prob,priority,inconv
usual,less_proper,foster,more,critical,slightly_prob,not_recom,inconv
usual,less_proper,foster,more,critical,problematic,recommended,inconv
usual,less_proper,foster,more,critical,problematic,priority,inconv
usual,less_proper,foster,more,critical,problematic,not_recom,inconv
usual,improper,complete,1,convenient,nonprob,recommended,convenient
usual,improper,complete,1,convenient,nonprob,priority,convenient
usual,improper,complete,1,convenient,nonprob,not_recom,convenient
usual,improper,complete,1,convenient,slightly_prob,recommended,convenient
usual,improper,complete,1,convenient,slightly_prob,priority,convenient
usual,improper,complete,1,convenient,slightly_prob,not_recom,convenient
usual,improper,complete,1,convenient,problematic,recommended,convenient
usual,improper,complete,1,convenient,problematic,priority,convenient
usual,improper,complete,1,convenient,problematic,not_recom,convenient
usual,improper,complete,1,convenient,nonprob,recommended,inconv
usual,improper,complete,1,convenient,nonprob,priority,inconv
usual,improper,complete,1,convenient,nonprob,not_recom,inconv
usual,improper,complete,1,convenient,slightly_prob,recommended,inconv
usual,improper,complete,1,convenient,slightly_prob,priority,inconv
usual,improper,complete,1,convenient,slightly_prob,not_recom,inconv
usual,improper,complete,1,convenient,problematic,recommended,inconv
usual,improper,complete,1,convenient,problematic,priority,inconv
usual,improper,complete,1,convenient,problematic,not_recom,inconv
usual,improper,complete,1,less_conv,nonprob,recommended,convenient
usual,improper,complete,1,less_conv,nonprob,priority,convenient
usual,improper,complete,1,less_conv,nonprob,not_recom,convenient
usual,improper,complete,1,less_conv,slightly_prob,recommended,convenient
usual,improper,complete,1,less_conv,slightly_prob,priority,convenient
usual,improper,complete,1,less_conv,slightly_prob,not_recom,convenient
usual,improper,complete,1,less_conv,problematic,recommended,convenient
usual,improper,complete,1,less_conv,problematic,priority,convenient
usual,improper,complete,1,less_conv,problematic,not_recom,convenient
usual,improper,complete,1,less_conv,nonprob,recommended,inconv
usual,improper,complete,1,less_conv,nonprob,priority,inconv
usual,improper,complete,1,less_conv,nonprob,not_recom,inconv
usual,improper,complete,1,less_conv,slightly_prob,recommended,inconv
usual,improper,complete,1,less_conv,slightly_prob,priority,inconv
usual,improper,complete,1,less_conv,slightly_prob,not_recom,inconv
usual,improper,complete,1,less_conv,problematic,recommended,inconv
usual,improper,complete,1,less_conv,problematic,priority,inconv
usual,improper,complete,1,less_conv,problematic,not_recom,inconv
usual,improper,complete,1,critical,nonprob,recommended,convenient
usual,improper,complete,1,critical,nonprob,priority,convenient
usual,improper,complete,1,critical,nonprob,not_recom,convenient
usual,improper,complete,1,critical,slightly_prob,recommended,convenient
usual,improper,complete,1,critical,slightly_prob,priority,convenient
usual,improper,complete,1,critical,slightly_prob,not_recom,convenient
usual,improper,complete,1,critical,problematic,recommended,convenient
usual,improper,complete,1,critical,problematic,priority,convenient
usual,improper,complete,1,critical,problematic,not_recom,convenient
usual,improper,complete,1,critical,nonprob,recommended,inconv
usual,improper,complete,1,critical,nonprob,priority,inconv
usual,improper,complete,1,critical,nonprob,not_recom,inconv
usual,improper,complete,1,critical,slightly_prob,recommended,inconv
usual,improper,complete,1,critical,slightly_prob,priority,inconv
usual,improper,complete,1,critical,slightly_prob,not_recom,inconv
usual,improper,complete,1,critical,problematic,recommended,inconv
usual,improper,complete,1,critical,problematic,priority,inconv
usual,improper,complete,1,critical,problematic,not_recom,inconv
usual,improper,complete,2,convenient,nonprob,recommended,convenient
usual,improper,complete,2,convenient,nonprob,priority,convenient
usual,improper,complete,2,convenient,nonprob,not_recom,convenient
usual,improper,complete,2,convenient,slightly_prob,recommended,convenient
usual,improper,complete,2,convenient,slightly_prob,priority,convenient
usual,improper,complete,2,convenient,slightly_prob,not_recom,convenient
usual,improper,complete,2,convenient,problematic,recommended,convenient
usual,improper,complete,2,convenient,problematic,priority,convenient
usual,improper,complete,2,convenient,problematic,not_recom,convenient
usual,improper,complete,2,convenient,nonprob,recommended,inconv
usual,improper,complete,2,convenient,nonprob,priority,inconv
usual,improper,complete,2,convenient,nonprob,not_recom,inconv
usual,improper,complete,2,convenient,slightly_prob,recommended,inconv
usual,improper,complete,2,convenient,slightly_prob,priority,inconv
usual,improper,complete,2,convenient,slightly_prob,not_recom,inconv
usual,improper,complete,2,convenient,problematic,recommended,inconv
usual,improper,complete,2,convenient,problematic,priority,inconv
usual,improper,complete,2,convenient,problematic,not_recom,inconv
usual,improper,complete,2,less_conv,nonprob,recommended,convenient
usual,improper,complete,2,less_conv,nonprob,priority,convenient
usual,improper,complete,2,less_conv,nonprob,not_recom,convenient
usual,improper,complete,2,less_conv,slightly_prob,recommended,convenient
usual,improper,complete,2,less_conv,slightly_prob,priority,convenient
usual,improper,complete,2,less_conv,slightly_prob,not_recom,convenient
usual,improper,complete,2,less_conv,problematic,recommended,convenient
usual,improper,complete,2,less_conv,problematic,priority,convenient
usual,improper,complete,2,less_conv,problematic,not_recom,convenient
usual,improper,complete,2,less_conv,nonprob,recommended,inconv
usual,improper,complete,2,less_conv,nonprob,priority,inconv
usual,improper,complete,2,less_conv,nonprob,not_recom,inconv
usual,improper,complete,2,less_conv,slightly_prob,recommended,inconv
usual,improper,complete,2,less_conv,slightly_prob,priority,inconv
usual,improper,complete,2,less_conv,slightly_prob,not_recom,inconv
usual,improper,complete,2,less_conv,problematic,recommended,inconv
usual,improper,complete,2,less_conv,problematic,priority,inconv
usual,improper,complete,2,less_conv,problematic,not_recom,inconv
usual,improper,complete,2,critical,nonprob,recommended,convenient
usual,improper,complete,2,critical,nonprob,priority,convenient
usual,improper,complete,2,critical,nonprob,not_recom,convenient
usual,improper,complete,2,critical,slightly_prob,recommended,convenient
usual,improper,complete,2,critical,slightly_prob,priority,convenient
usual,improper,complete,2,critical,slightly_prob,not_recom,convenient
usual,improper,complete,2,critical,problematic,recommended,convenient
usual,improper,complete,2,critical,problematic,priority,convenient
usual,improper,complete,2,critical,problematic,not_recom,convenient
usual,improper,complete,2,critical,nonprob,recommended,inconv
usual,improper,complete,2,critical,nonprob,priority,inconv
usual,improper,complete,2,critical,nonprob,not_recom,inconv
usual,improper,complete,2,critical,slightly_prob,recommended,inconv
usual,improper,complete,2,critical,slightly_prob,priority,inconv
usual,improper,complete,2,critical,slightly_prob,not_recom,inconv
usual,improper,complete,2,critical,problematic,recommended,inconv
usual,improper,complete,2,critical,problematic,priority,inconv
usual,improper,complete,2,critical,problematic,not_recom,inconv
usual,improper,complete,3,convenient,nonprob,recommended,convenient
usual,improper,complete,3,convenient,nonprob,priority,convenient
usual,improper,complete,3,convenient,nonprob,not_recom,convenient
usual,improper,complete,3,convenient,slightly_prob,recommended,convenient
usual,improper,complete,3,convenient,slightly_prob,priority,convenient
usual,improper,complete,3,convenient,slightly_prob,not_recom,convenient
usual,improper,complete,3,convenient,problematic,recommended,convenient
usual,improper,complete,3,convenient,problematic,priority,convenient
usual,improper,complete,3,convenient,problematic,not_recom,convenient
usual,improper,complete,3,convenient,nonprob,recommended,inconv
usual,improper,complete,3,convenient,nonprob,priority,inconv
usual,improper,complete,3,convenient,nonprob,not_recom,inconv
usual,improper,complete,3,convenient,slightly_prob,recommended,inconv
usual,improper,complete,3,convenient,slightly_prob,priority,inconv
usual,improper,complete,3,convenient,slightly_prob,not_recom,inconv
usual,improper,complete,3,convenient,problematic,recommended,inconv
usual,improper,complete,3,convenient,problematic,priority,inconv
usual,improper,complete,3,convenient,problematic,not_recom,inconv
usual,improper,complete,3,less_conv,nonprob,recommended,convenient
usual,improper,complete,3,less_conv,nonprob,priority,convenient
usual,improper,complete,3,less_conv,nonprob,not_recom,convenient
usual,improper,complete,3,less_conv,slightly_prob,recommended,convenient
usual,improper,complete,3,less_conv,slightly_prob,priority,convenient
usual,improper,complete,3,less_conv,slightly_prob,not_recom,convenient
usual,improper,complete,3,less_conv,problematic,recommended,convenient
usual,improper,complete,3,less_conv,problematic,priority,convenient
usual,improper,complete,3,less_conv,problematic,not_recom,convenient
usual,improper,complete,3,less_conv,nonprob,recommended,inconv
usual,improper,complete,3,less_conv,nonprob,priority,inconv
usual,improper,complete,3,less_conv,nonprob,not_recom,inconv
usual,improper,complete,3,less_conv,slightly_prob,recommended,inconv
usual,improper,complete,3,less_conv,slightly_prob,priority,inconv
usual,improper,complete,3,less_conv,slightly_prob,not_recom,inconv
usual,improper,complete,3,less_conv,problematic,recommended,inconv
usual,improper,complete,3,less_conv,problematic,priority,inconv
usual,improper,complete,3,less_conv,problematic,not_recom,inconv
usual,improper,complete,3,critical,nonprob,recommended,convenient
usual,improper,complete,3,critical,nonprob,priority,convenient
usual,improper,complete,3,critical,nonprob,not_recom,convenient
usual,improper,complete,3,critical,slightly_prob,recommended,convenient
usual,improper,complete,3,critical,slightly_prob,priority,convenient
usual,improper,complete,3,critical,slightly_prob,not_recom,convenient
usual,improper,complete,3,critical,problematic,recommended,convenient
usual,improper,complete,3,critical,problematic,priority,convenient
usual,improper,complete,3,critical,problematic,not_recom,convenient
usual,improper,complete,3,critical,nonprob,recommended,inconv
usual,improper,complete,3,critical,nonprob,priority,inconv
usual,improper,complete,3,critical,nonprob,not_recom,inconv
usual,improper,complete,3,critical,slightly_prob,recommended,inconv
usual,improper,complete,3,critical,slightly_prob,priority,inconv
usual,improper,complete,3,critical,slightly_prob,not_recom,inconv
usual,improper,complete,3,critical,problematic,recommended,inconv
usual,improper,complete,3,critical,problematic,priority,inconv
usual,improper,complete,3,critical,problematic,not_recom,inconv
usual,improper,complete,more,convenient,nonprob,recommended,convenient
usual,improper,complete,more,convenient,nonprob,priority,convenient
usual,improper,complete,more,convenient,nonprob,not_recom,convenient
usual,improper,complete,more,convenient,slightly_prob,recommended,convenient
usual,improper,complete,more,convenient,slightly_prob,priority,convenient
usual,improper,complete,more,convenient,slightly_prob,not_recom,convenient
usual,improper,complete,more,convenient,problematic,recommended,convenient
usual,improper,complete,more,convenient,problematic,priority,convenient
usual,improper,complete,more,convenient,problematic,not_recom,convenient
usual,improper,complete,more,convenient,nonprob,recommended,inconv
usual,improper,complete,more,convenient,nonprob,priority,inconv
usual,improper,complete,more,convenient,nonprob,not_recom,inconv
usual,improper,complete,more,convenient,slightly_prob,recommended,inconv
usual,improper,complete,more,convenient,slightly_prob,priority,inconv
usual,improper,complete,more,convenient,slightly_prob,not_recom,inconv
usual,improper,complete,more,convenient,problematic,recommended,inconv
usual,improper,complete,more,convenient,problematic,priority,inconv
usual,improper,complete,more,convenient,problematic,not_recom,inconv
usual,improper,complete,more,less_conv,nonprob,recommended,convenient
usual,improper,complete,more,less_conv,nonprob,priority,convenient
usual,improper,complete,more,less_conv,nonprob,not_recom,convenient
usual,improper,complete,more,less_conv,slightly_prob,recommended,convenient
usual,improper,complete,more,less_conv,slightly_prob,priority,convenient
usual,improper,complete,more,less_conv,slightly_prob,not_recom,convenient
usual,improper,complete,more,less_conv,problematic,recommended,convenient
usual,improper,complete,more,less_conv,problematic,priority,convenient
usual,improper,complete,more,less_conv,problematic,not_recom,convenient
usual,improper,complete,more,less_conv,nonprob,recommended,inconv
usual,improper,complete,more,less_conv,nonprob,priority,inconv
usual,improper,complete,more,less_conv,nonprob,not_recom,inconv
usual,improper,complete,more,less_conv,slightly_prob,recommended,inconv
usual,improper,complete,more,less_conv,slightly_prob,priority,inconv
usual,improper,complete,more,less_conv,slightly_prob,not_recom,inconv
usual,improper,complete,more,less_conv,problematic,recommended,inconv
usual,improper,complete,more,less_conv,problematic,priority,inconv
usual,improper,complete,more,less_conv,problematic,not_recom,inconv
usual,improper,complete,more,critical,nonprob,recommended,convenient
usual,improper,complete,more,critical,nonprob,priority,convenient
usual,improper,complete,more,critical,nonprob,not_recom,convenient
usual,improper,complete,more,critical,slightly_prob,recommended,convenient
usual,improper,complete,more,critical,slightly_prob,priority,convenient
usual,improper,complete,more,critical,slightly_prob,not_recom,convenient
usual,improper,complete,more,critical,problematic,recommended,convenient
usual,improper,complete,more,critical,problematic,priority,convenient
usual,improper,complete,more,critical,problematic,not_recom,convenient
usual,improper,complete,more,critical,nonprob,recommended,inconv
usual,improper,complete,more,critical,nonprob,priority,inconv
usual,improper,complete,more,critical,nonprob,not_recom,inconv
usual,improper,complete,more,critical,slightly_prob,recommended,inconv
usual,improper,complete,more,critical,slightly_prob,priority,inconv
usual,improper,complete,more,critical,slightly_prob,not_recom,inconv
usual,improper,complete,more,critical,problematic,recommended,inconv
usual,improper,complete,more,critical,problematic,priority,inconv
usual,improper,complete,more,critical,problematic,not_recom,inconv
usual,improper,completed,1,convenient,nonprob,recommended,convenient
usual,improper,completed,1,convenient,nonprob,priority,convenient
